identity,scopus_id,doi,title,year,journal,original_query,narrower_query,sample_us_label,source_review,conflict,conflict_resolution,mixed,adjudicated,rationale,n_validated_reviews,evidence_ids,human_validated
doi:10.1080/15309576.2024.2445615,105001387392,10.1080/15309576.2024.2445615,Short-Term Patronage: Job Uncertainty and Temporary Employment in Politicized Bureaucracies,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2025.2450374,105001323605,10.1080/15309576.2025.2450374,Predicting technological coproduction: An experimental study,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2025.2465750,85219734555,10.1080/15309576.2025.2465750,Signal of Financial or Performance Transparency? The Impact and Mechanisms of Nonprofit Transparency on Donation Willingness,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2025.2474451,105001127398,10.1080/15309576.2025.2474451,How Institutional Pressures Influence the Blame Avoidance Behavior of Civil Servants in China,2025,Public Performance and Management Review,true,true,non_us,metadata,false,,false,false,Study population or findings explicitly situated outside the US.,2,9d508ff1f3fe37aabeb0|f1e1bf509f1cfcbb9ca0,false
doi:10.1080/15309576.2025.2499817,105008484820,10.1080/15309576.2025.2499817,"Attribution Framing and Citizens’ Perceptions of Bureaucracies, Bureaucrats and Public Servants",2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2025.2541848,105015473758,10.1080/15309576.2025.2541848,Promoting Public Support For Significant Policy Changes Through Persuasive Messaging: Evidence From China’s COVID-19 Control Policy,2026,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2025.2583285,105020739241,10.1080/15309576.2025.2583285,Scenario-Based Public Values Promotion and Citizens’ Willingness to Engage in Digital Coproduction,2025,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2026.2616447,105029254541,10.1080/15309576.2026.2616447,Do Acknowledgement through Repetition and Non-referral Responses Build Satisfaction? Evidence from a Survey Experiment in China,2026,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2026.2674168,105040977474,10.1080/15309576.2026.2674168,The Hidden Killer of Incentives? Understanding the Role of Administrative Burdens in Co-Production,2026,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2026.2687574,105042563757,10.1080/15309576.2026.2687574,Searching near and far? Search distance and performance below historical and social aspirations,2026,Public Performance and Management Review,true,true,non_us,metadata,false,,false,false,A Belgian survey experiment uses a cycling-safety scenario to elicit managers’ information-search preferences.,1,e475acde2d71a1539f1e,false
doi:10.1080/15309576.2026.2688533,105042032295,10.1080/15309576.2026.2688533,"Fairness Through Awareness: Anticipated Stigma, Nonprofit “Know Your Rights” Information, and Perceptions of Bureaucratic Encounters",2026,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15309576.2026.2709590,105046695806,10.1080/15309576.2026.2709590,How Do Clear Equity Goals Affect Citizens’ Assessment of Agency Performance? Evidence from a Survey Experiment,2026,Public Performance and Management Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/1533015x.2010.510025,77956761607,10.1080/1533015x.2010.510025,Feeling good and doing good for the environment: The use of emotional appeals in pro- environmental public service announcements,2010,Applied Environmental Education and Communication,true,true,unclear,metadata,false,,false,false,Environmental appeals do not identify respondents' country.,1,9552f655a570ff909440,false
doi:10.1080/1533015x.2017.1305920,85019412225,10.1080/1533015x.2017.1305920,Responding to misinformation about climate change,2017,Applied Environmental Education and Communication,true,true,unclear,metadata,false,,false,false,Randomized written responses to a social-media post are evaluated through agreement and commenting intentions.,1,ce635c82ad7cff39c0c5,false
doi:10.1080/1533015x.2020.1740116,85082452360,10.1080/1533015x.2020.1740116,Clustering energy and water conservation behaviors as choices: examining the moderating roles of message elaboration and involvement,2021,Applied Environmental Education and Communication,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/1533015x.2026.2615761,105032922322,10.1080/1533015x.2026.2615761,Who and how many?: Encouraging Americans’ engagement in climate change solutions,2026,Applied Environmental Education and Communication,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15332985.2025.2453460,85215566465,10.1080/15332985.2025.2453460,Predicting depression improvement: a factorial survey of MSW students’ prognostic judgments,2025,Social Work in Mental Health,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15348423.2015.1131041,84959905263,10.1080/15348423.2015.1131041,Muslim Mistrust: The Resilience of Negative Public Attitudes after Complimentary Information,2016,Journal of Media and Religion,true,true,us_inferred,metadata,false,,false,false,National surveys address US electorate and Fox News; sampling location unstated.,2,c97568f74a33f522c176|f10a221603c08547ef5e,false
doi:10.1080/15348423.2022.2059327,85129330972,10.1080/15348423.2022.2059327,The Impact of Religion in Situational Crisis Communication Theory: An Examination of Religious Rhetoric and Religiosity,2022,Journal of Media and Religion,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15358593.2026.2633198,105031821967,10.1080/15358593.2026.2633198,Artificial intelligence and psychological reactance: examining responses to health recommendations attributed to a human or AI source,2026,Review of Communication,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15374416.2024.2432319,85210909449,10.1080/15374416.2024.2432319,Effects of Patient Gender on Clinicians’ Diagnostic Assessment of Youth Disruptive Mood and Behavior,2026,Journal of Clinical Child and Adolescent Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15377857.2014.959685,84952714402,10.1080/15377857.2014.959685,Say It With Candy: The Power of Framing Tax Increases as Items,2016,Journal of Political Marketing,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15377857.2021.1884166,85100970268,10.1080/15377857.2021.1884166,Click to Count: The Effects of Nonpartisan Cue Endorsements in Selecting Political Information,2023,Journal of Political Marketing,true,true,us_inferred,metadata,false,,false,false,US electoral organization and election-information context; sampling country unstated.,2,c185e2a66faa48be2c3b|b5fddb7d9b4c82915ceb,false
doi:10.1080/15377857.2021.1939572,85107935887,10.1080/15377857.2021.1939572,Sleepy Joe? Recalling and Considering Donald Trump’s Strategic Use of Nicknames,2021,Journal of Political Marketing,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15377857.2022.2099584,85134168352,10.1080/15377857.2022.2099584,An Application of Psychological Reactance Theory to College Student Voter Registration and Mobilization,2022,Journal of Political Marketing,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15377857.2024.2414999,105039794809,10.1080/15377857.2024.2414999,Political Evaluations and Spousal Responses to Candidate Infidelity: Should I Stay or Should I Go?,2026,Journal of Political Marketing,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15388220.2018.1428195,85041575509,10.1080/15388220.2018.1428195,Should I call for help?: Examining the influences of situational factors and bystander characteristics on reporting likelihood,2019,Journal of School Violence,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15388220.2022.2155831,85144287994,10.1080/15388220.2022.2155831,Can a Technology-Amplified Bystander Effect Impede the Prevention of Campus Sexual Assault? Findings from an Experimental Vignette Study,2023,Journal of School Violence,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15388220.2026.2704742,105045478477,10.1080/15388220.2026.2704742,"Public Support for Active Shooter Drills, Arming Teachers, and Target Hardening: Evidence from a National Experiment",2026,Journal of School Violence,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1080/15427560.2011.620199,84868192082,10.1080/15427560.2011.620199,Retirement investor risk tolerance in tranquil and crisis periods: Experimental survey evidence,2011,Journal of Behavioral Finance,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
